id,question,answer,difficulty,bloom_taxonomy,grade,subject,type,topic,
448,explain the impact of the delhi sultanate on indian society and culture during medieval times.,"The Delhi Sultanate introduced Persian language, Islamic architecture (e.g., Qutub Minar), and new administrative practices in India.",medium,Understanding,6,History,Descriptive,Medieval Indian History,
288,what were the objectives of the non-aligned movement (nam) during the cold war era?,NAM aimed to maintain neutrality and promote cooperation among countries not aligned with any major power bloc (USA or USSR) during the Cold War,medium,Understanding,6,History,Descriptive,Post-Independence Foreign Policy,
74,what is a fossil fuel?,"Fossil fuels are natural fuels formed from the remains of living organisms over millions of years, such as coal, oil, and natural gas.",medium,Understanding,6,Chemistry,Descriptive,Energy Resources,
369,explain the impact of the jallianwala bagh massacre on the indian independence movement.,The massacre in Amritsar led to widespread outrage and increased demands for independence from British rule,medium,Understanding,6,History,Descriptive,Indian Independence Movement,
197,describe the process of natural selection.,"Natural selection is the process by which organisms with favorable traits are more likely to survive and reproduce, passing those traits to the next generation, leading to evolution over time.",medium,Understanding,6,Biology,Descriptive,Evolution,
94,explain why objects float or sink in water.,"Objects float or sink depending on their density relative to water; objects denser than water sink, while those less dense float.",medium,Understanding,6,Physics,Descriptive,Buoyancy,
140,explain the role of decomposers in the ecosystem.,Decomposers break down dead organic matter into simpler substances returning nutrients to the soil or water for reuse by plants.,medium,Understanding,6,Biology,Descriptive,Ecosystem,
443,describe the vedic gods and their significance in ancient indian society.,Vedic gods like Indra (god of rain and thunder) and Agni (god of fire) were worshipped for their powers and attributes.,medium,Understanding,6,History,Descriptive,Ancient Indian Religion,
198,What is an adaptation?,An adaptation is a characteristic that improves an organism's ability to survive and reproduce in its environment.,medium,Understanding,6,Biology,Descriptive,Evolution,
408,What is the role of chlorophyll in photosynthesis?,Chlorophyll absorbs light energy from the sun and converts it into chemical energy during photosynthesis.,easy,Understanding,6,Biology,Descriptive,Plant Biology,
73,Describe the process of condensation.,Condensation is the change of a gas or vapor to a liquid state when cooled.,easy,Understanding,6,Physics,Descriptive,States of Matter,
234,What is the function of an electromagnet?,"An electromagnet is a type of magnet that is created by passing an electric current through a coil of wire, generating a magnetic field that can attract or repel objects.",easy,Understanding,6,Physics,Descriptive,Electromagnetism,
103,Choose the correct answer: The layer of the Earth where we live is called the ____,Biosphere,easy,Remembering,6,Biology,MCQ,Earth Science,
147,What is the role of the placenta during pregnancy?,"The placenta is an organ that develops in the uterus during pregnancy and allows for the exchange of nutrients, oxygen, and waste products between the mother and the developing fetus.",medium,Understanding,6,Biology,Descriptive,Human Reproduction,
306,Describe the process of condensation in the water cycle.,"Condensation is the process by which water vapor cools and changes into liquid water, forming clouds.",medium,Understanding,6,Physics,Descriptive,Water Cycle,
299,Describe the cultural diversity of India and its importance in national unity.,"India's cultural diversity includes languages, traditions, festivals, and arts, fostering unity amidst regional and linguistic variations",medium,Understanding,6,History,Descriptive,Indian Culture,
352,Explain the significance of the Great Bath at Mohenjo-daro.,The Great Bath at Mohenjo-daro was a public water tank possibly used for ritualistic purposes or as a community gathering place,medium,Understanding,6,History,Descriptive,Ancient Indian Civilization,
387,Describe the impact of the Bengal Famine of 1943 on British rule in India.,"The Bengal famine led to widespread starvation and criticism of British policies, influencing public opinion against colonial rule",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
396,Explain the process of digestion in humans.,Digestion is the process of breaking down food into simpler substances that can be absorbed and used by the body.,medium,Understanding,6,Biology,Descriptive,Human Digestive System,
285,Describe the role of Mahatma Gandhi in India's struggle for independence.,"Mahatma Gandhi led non-violent movements such as the Salt March and Quit India Movement, emphasizing civil disobedience and swaraj (self-rule)",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
76,Explain the role of the ozone layer in the atmosphere.,"The ozone layer absorbs most of the Sun's harmful ultraviolet (UV) radiation, protecting life on Earth.",medium,Understanding,6,Chemistry,Descriptive,Atmospheric Chemistry,
76,Explain the role of the ozone layer in the atmosphere.,"The ozone layer absorbs most of the Sun's harmful ultraviolet (UV) radiation, protecting life on Earth.",medium,Understanding,6,Chemistry,Descriptive,Environmental Science,
303,Explain the role of a barometer.,A barometer is used to measure atmospheric pressure.,medium,Understanding,6,Physics,Descriptive,Meteorology,
124,Choose the correct answer: The unit used to measure electric current is ____,Ampere,easy,Remembering,6,Physics,MCQ,Electricity,
419,Explain the process of germination in seeds.,"Germination is the process by which a seed absorbs water, swells, and starts to grow into a new plant under suitable conditions.",medium,Understanding,6,Biology,Descriptive,Plant Biology,
120,Choose the correct answer: A combination of two or more simple machines working together is called a ____,Compound machine,easy,Remembering,6,Physics,MCQ,Simple Machines,
80,Explain the greenhouse effect.,"The greenhouse effect is the process by which greenhouse gases trap heat from the Sun in the Earth's atmosphere, warming the planet.",medium,Understanding,6,Biology,Descriptive,Climate Change,
80,Explain the greenhouse effect.,"The greenhouse effect is the process by which greenhouse gases trap heat from the Sun in the Earth's atmosphere, warming the planet.",medium,Understanding,6,Biology,Descriptive,Environmental Science,
421,Choose the correct answer: The first part of a seedling to emerge from the seed during germination is the ____,Radicle,easy,Remembering,6,Biology,MCQ,Plant Biology,
290,Who were the major leaders of the Indian independence movement from South India?,"Leaders like C. Rajagopalachari, Sardar Vallabhbhai Patel, and Rajaji played significant roles in the Indian independence movement from South India",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
445,Who were the Sangam poets and what did they contribute to Tamil literature?,"Sangam poets composed Tamil poetry on themes of love, war, and nature, preserving Tamil cultural heritage.",medium,Understanding,6,History,Descriptive,Ancient Indian Literature,
377,Explain the role of the Indian National Army (INA) in India's independence movement under Subhas Chandra Bose.,"The INA fought against British forces in Southeast Asia, aiming to free India from colonial rule",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
292,What are the fundamental duties as enshrined in the Indian Constitution?,"Fundamental duties include respect for the Constitution, safeguarding public property, and promoting harmony and the spirit of common brotherhood",medium,Understanding,6,History,Descriptive,Indian Constitution,
356,Explain the term 'jati' or 'jat' in ancient Indian society.,"Jati refers to occupational groups or communities within the varna system, based on hereditary professions",medium,Understanding,6,History,Descriptive,Ancient Indian Society,
295,What are the contributions of Indian scientists in the field of space exploration and technology?,"Indian scientists like Dr. APJ Abdul Kalam contributed to advancements in space technology, leading to missions like Chandrayaan and Mangalyaan",medium,Understanding,6,History,Descriptive,Indian Space Program,
397,Choose the correct answer: Which organ produces bile?,Liver,easy,Remembering,6,Biology,MCQ,Human Digestive System,
341,Choose the correct answer: Solar energy is an example of a ____,Renewable energy resource,easy,Remembering,6,Physics,MCQ,Energy Resources,
63,Explain the difference between an element and a compound.,"An element is made up of only one type of atom, while a compound consists of two or more different types of atoms chemically bonded together.",medium,Understanding,6,Chemistry,Descriptive,Chemical Composition,
230,Describe the role of friction in electricity.,"Friction can generate static electricity by transferring electrons between materials, resulting in a build-up of charge.",medium,Understanding,6,Physics,Descriptive,Electricity,
308,Choose the correct answer: The layer of the Earth where we live is called the ____,Biosphere,easy,Remembering,6,Physics,MCQ,Earth Science,
433,Choose the correct answer: The windpipe is also known as the ____,Trachea,easy,Remembering,6,Biology,MCQ,Human Respiratory System,
488,Who were the leaders of the Bardoli Satyagraha in 1928 and what were its outcomes?,"Sardar Vallabhbhai Patel led the Bardoli Satyagraha against unjust taxes, resulting in reduced tax rates and increased public support for nationalist movements.",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
482,Describe the significance of the Chauri Chaura incident during the Non-Cooperation Movement led by Mahatma Gandhi in 1922.,"The Chauri Chaura incident led Gandhi to suspend the Non-Cooperation Movement, emphasizing non-violence in Indian freedom struggle.",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
423,What is the function of cotyledons in seeds?,Cotyledons are seed leaves that store and provide nutrients to the developing embryo in the seed.,easy,Understanding,6,Biology,Descriptive,Plant Biology,
134,Explain the process of mitosis.,Mitosis is the process of cell division in which one cell divides into two identical daughter cells.,medium,Understanding,6,Biology,Descriptive,Cell Biology,
312,Describe the function of red blood cells in the circulatory system.,Red blood cells carry oxygen from the lungs to all parts of the body and transport carbon dioxide back to the lungs.,easy,Understanding,6,Biology,Descriptive,Human Circulatory System,
215,What is sound?,Sound is a form of energy produced by vibrations that travel through a medium as waves.,easy,Understanding,6,Physics,Descriptive,Wave Physics,
87,Describe the role of bacteria in the ecosystem.,"Bacteria play crucial roles such as decomposition, nitrogen fixation, and symbiotic relationships with other organisms.",medium,Understanding,6,Biology,Descriptive,Ecology,
248,Describe the process of convection.,Convection is the transfer of heat through the movement of fluids (liquids or gases) caused by differences in temperature and density within the fluid.,medium,Understanding,6,Physics,Descriptive,Heat Transfer,
259,Explain the varna system as mentioned in ancient Indian texts.,"The varna system divided society into four groups: Brahmins (priests), Kshatriyas (warriors), Vaishyas (traders and farmers), and Shudras (laborers)",medium,Understanding,6,History,Descriptive,Ancient Indian Society,
133,Choose the correct answer: An animal that eats both plants and animals is called a ____,Omnivore,easy,Remembering,6,Biology,MCQ,Animal Classification,
66,Explain the difference between physical and chemical changes with examples.,"Physical changes do not alter the chemical composition of a substance (e.g., melting ice), while chemical changes result in new substances (e.g., burning wood).",medium,Understanding,6,Chemistry,Descriptive,Chemical Reactions,
71,Explain how magnets attract or repel each other.,Magnets attract or repel each other due to their magnetic poles (north and south poles); similar poles repel and opposite poles attract.,medium,Applying,6,Physics,Descriptive,Magnetism,
350,Choose the correct answer: The SI unit of electric charge is the ____,Coulomb,easy,Remembering,6,Physics,MCQ,Electricity,
125,Explain the difference between evaporation and condensation.,"Evaporation is the process by which a liquid changes into its gaseous state at temperatures below its boiling point, whereas condensation is the process by which a gas changes into its liquid state.",medium,Understanding,6,Physics,Descriptive,States of Matter,
403,Choose the correct answer: The windpipe is also known as the ____,Trachea,easy,Remembering,6,Biology,MCQ,Human Respiratory System,
398,Describe the role of enzymes in digestion.,"Enzymes are biological catalysts that speed up chemical reactions in digestion, breaking down large molecules into smaller ones.",medium,Understanding,6,Biology,Descriptive,Human Digestive System,
78,Describe the difference between weather and climate.,"Weather refers to short-term atmospheric conditions in a specific place at a specific time, while climate refers to long-term patterns of weather in a particular area.",medium,Understanding,6,Biology,Descriptive,Meteorology,
286,"What were the main features of the Government of India Act, 1935?","The Government of India Act, 1935 provided provincial autonomy, federal structure, and introduced separate electorates",medium,Understanding,6,History,Descriptive,Indian Constitutional History,
412,Choose the correct answer: The process by which water evaporates from the leaves of plants is called ____,Transpiration,easy,Remembering,6,Biology,MCQ,Plant Biology,
58,Choose the correct answer: A material that does not allow electric current to pass through it is called an ____,Insulator,easy,Remembering,6,Physics,MCQ,Electricity,
371,Describe the role of Subhas Chandra Bose in India's struggle for independence.,Subhas Chandra Bose led the Indian National Army (INA) against British forces and sought support from Axis powers during World War II,medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
326,Choose the correct answer: Which of the following is an example of a natural magnet?,Lodestone,easy,Remembering,6,Physics,MCQ,Magnetism,
84,What is the difference between arteries and veins?,"Arteries carry oxygen-rich blood away from the heart, while veins carry oxygen-poor blood back to the heart.",medium,Understanding,6,Biology,Descriptive,Human Circulatory System,
453,Who were the European powers involved in trading with India during the 17th century?,"European powers included Portuguese, Dutch, English (East India Company), and French (Compagnie des Indes Orientales).",medium,Understanding,6,History,Descriptive,Colonial Indian History,
45,Explain the importance of a balanced diet.,"A balanced diet provides the necessary nutrients for growth, energy, and overall health.",easy,Understanding,6,Biology,Descriptive,Nutrition,
461,What was the impact of the Jallianwala Bagh massacre on Indian nationalism and British rule?,"The massacre fueled anti-British sentiments, leading to widespread protests and calls for independence.",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
166,Choose the correct answer: Which organ is responsible for gas exchange in the respiratory system?,Lungs,easy,Remembering,6,Biology,MCQ,Human Respiratory System,
284,Who were the leaders of the Indian National Congress (INC) during the early 20th century?,"Leaders like Dadabhai Naoroji, Gopal Krishna Gokhale, and Bal Gangadhar Tilak played pivotal roles in the Indian National Congress, advocating for self-governance and social reforms",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
186,What is germination?,"Germination is the process by which a seed develops into a new plant under favorable conditions of moisture, temperature, and oxygen.",medium,Understanding,6,Biology,Descriptive,Plant Biology,
143,Describe the role of the liver in the human body.,"The liver performs essential functions such as detoxification of blood, production of bile, and metabolism of nutrients.",medium,Understanding,6,Biology,Descriptive,Human Digestive System,
237,What is the difference between speed and velocity?,"Speed is the distance traveled by an object in a given time, while velocity is the speed of an object in a specific direction.",medium,Understanding,6,Physics,Descriptive,Kinematics,
384,What were the objectives of the Poona Pact of 1932?,"The Poona Pact resolved political representation issues between Dalits and upper-caste Hindus, ensuring reserved seats in legislative bodies",medium,Understanding,6,History,Descriptive,Indian Social History,
210,Describe the role of friction in daily life.,"Friction opposes motion and is necessary for many everyday tasks like walking, gripping objects, and driving vehicles.",medium,Applying,6,Physics,Descriptive,Mechanics,
13,Choose the correct answer: The transfer of pollen to the stigma is called ____.,Pollination,easy,Remembering,6,Biology,MCQ,Plant Reproduction,
36,Describe the structure and function of the heart.,The heart is a muscular organ that pumps blood through the circulatory system.,medium,Understanding,6,Biology,Descriptive,Human Circulatory System,
29,Choose the correct answer: The large intestine absorbs ____.,Water,easy,Remembering,6,Biology,MCQ,Human Digestive System,
221,Explain the concept of inertia.,Inertia is the tendency of an object to resist changes in its state of motion (either staying at rest or moving uniformly in a straight line).,medium,Understanding,6,Physics,Descriptive,Mechanics,
93,Describe the role of friction in daily life.,"Friction opposes motion and is necessary for many everyday tasks like walking, gripping objects, and driving vehicles.",medium,Applying,6,Physics,Descriptive,Mechanics,
399,What are the main functions of the liver in the human body?,"The liver detoxifies chemicals, metabolizes drugs, and produces bile for digestion.",medium,Understanding,6,Biology,Descriptive,Human Digestive System,
343,What is the role of a calorimeter?,A calorimeter is a device used to measure the amount of heat absorbed or released during a chemical or physical change.,easy,Understanding,6,Physics,Descriptive,Thermodynamics,
122,What is sound?,Sound is a form of energy produced by vibrations that travel through a medium as waves.,easy,Understanding,6,Physics,Descriptive,Wave Physics,
196,Choose the correct answer: The variety of different species in an ecosystem is referred to as ____,Biodiversity,easy,Remembering,6,Biology,MCQ,Ecology,
152,Explain the difference between voluntary and involuntary muscles.,"Voluntary muscles are muscles that we can consciously control (e.g., skeletal muscles), while involuntary muscles are muscles that work without conscious control (e.g., smooth muscles in organs like the stomach and heart).",medium,Understanding,6,Biology,Descriptive,Human Muscular System,
141,What is the role of enzymes in digestion?,"Enzymes are biological catalysts that break down large molecules (such as proteins, carbohydrates, and fats) into smaller molecules that can be absorbed and used by the body.",medium,Understanding,6,Biology,Descriptive,Human Digestive System,
485,What were the major provisions of the Simon Commission appointed in 1927 in British India?,"The Simon Commission was appointed to review and suggest reforms for the constitutional setup in British India, facing boycotts due to lack of Indian representation.",medium,Understanding,6,History,Descriptive,Indian Constitutional History,
379,Describe the significance of the Dandi March in India's freedom struggle.,The Dandi March symbolized resistance against British salt laws and sparked widespread civil disobedience across India,medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
229,Choose the correct answer: Which of the following is an example of a natural magnet?,Lodestone,easy,Remembering,6,Physics,MCQ,Magnetism,
42,Explain the function of the kidneys in excretion.,"The kidneys filter blood to remove waste products and excess substances, forming urine.",medium,Understanding,6,Biology,Descriptive,Human Excretory System,
499,Explain the role of Indian princely states in the integration process after independence.,"Indian princely states acceded to the Indian Union through agreements and negotiations, contributing to the territorial integrity of India.",medium,Understanding,6,History,Descriptive,Post-Independence Indian History,
422,Describe the structure of a seed.,"A seed consists of an embryo (baby plant), a seed coat (protective covering), and endosperm (food reserve).",medium,Understanding,6,Biology,Descriptive,Plant Biology,
107,Describe the function of red blood cells in the circulatory system.,Red blood cells carry oxygen from the lungs to all parts of the body and transport carbon dioxide back to the lungs.,easy,Understanding,6,Biology,Descriptive,Human Circulatory System,
283,Explain the term 'nationalism' and its emergence in India during the 19th century.,"Nationalism refers to the ideology advocating for the unity, identity, and self-rule of a nation, influencing India's struggle for independence against British colonial rule",medium,Understanding,6,History,Descriptive,Indian Nationalism,
255,What were the occupations of the people living in the Harappan civilization?,"People in the Harappan civilization were engaged in agriculture, pottery, bead making, and trade",easy,Remembering,6,History,Descriptive,Ancient Indian Civilization,
413,Explain the difference between sexual and asexual reproduction.,"Sexual reproduction involves two parents and the fusion of gametes (sex cells), resulting in genetic variation, while asexual reproduction involves only one parent and produces offspring genetically identical to the parent.",medium,Understanding,6,Biology,Descriptive,Reproduction,
5,Fill in the blank: Plants release ____ during photosynthesis.,Oxygen,easy,Remembering,6,Biology,Fill in the blank,Photosynthesis,
257,Who were the Aryans and where did they come from?,The Aryans were a group of people who migrated to the Indian subcontinent from Central Asia around 1500 BCE,medium,Understanding,6,History,Descriptive,Ancient Indian History,
449,Who were the Bhakti saints and what were their teachings during medieval India?,Bhakti saints like Ramanuja and Kabir preached devotion to a personal god and unity of all religions.,medium,Understanding,6,History,Descriptive,Medieval Indian History,
51,What is the SI unit of force?,Newton,easy,Remembering,6,Physics,MCQ,Forces,
127,"Choose the correct answer: A flat, smooth surface that reflects light is called a ____",Mirror,easy,Remembering,6,Physics,MCQ,Optics,
430,Choose the correct answer: The large intestine absorbs ____,Water,easy,Remembering,6,Biology,MCQ,Human Digestive System,
114,Explain the difference between renewable and non-renewable resources.,"Renewable resources can be replenished naturally or through human intervention (e.g., solar energy), while non-renewable resources are finite and cannot be replenished within a short period (e.g., fossil fuels).",medium,Understanding,6,Biology,Descriptive,Natural Resources,
222,What is the difference between a conductor and an insulator?,"A conductor allows electric current to pass through it easily, while an insulator does not allow electric current to pass through it easily.",medium,Understanding,6,Physics,Descriptive,Electricity,
199,Choose the correct answer: The process by which species change over time is known as ____,Evolution,easy,Remembering,6,Biology,MCQ,Evolution,
293,Describe the role of women in the Indian freedom struggle.,"Women participated actively in movements like the Quit India Movement, promoted social reforms, and contributed to the education and empowerment of women",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
116,Choose the correct answer: The point on which a lever rotates is called the ____,Fulcrum,easy,Remembering,6,Physics,MCQ,Simple Machines,
162,What is the role of the excretory system in the human body?,The excretory system removes waste products (such as urea and excess salts) from the body and helps maintain homeostasis.,medium,Understanding,6,Biology,Descriptive,Human Excretory System,
48,Describe the different food groups and their functions.,"The different food groups include carbohydrates, proteins, fats, vitamins, and minerals, each providing specific nutrients and energy.",medium,Understanding,6,Biology,Descriptive,Nutrition,
33,Explain the difference between breathing and respiration.,"Breathing is the physical process of taking air in and out, while respiration is the chemical process of releasing energy from food.",hard,Analyzing,6,Biology,Descriptive,Human Respiratory System,
268,Describe the educational system during ancient times in India under the Guptas.,"Education included learning languages, sciences, mathematics, and literature in universities such as Nalanda and Takshashila",medium,Understanding,6,History,Descriptive,Ancient Indian Education,
328,What is the function of an electromagnet?,"An electromagnet is a type of magnet that is created by passing an electric current through a coil of wire, generating a magnetic field that can attract or repel objects.",easy,Understanding,6,Physics,Descriptive,Electromagnetism,
101,Explain the role of the ozone layer in the atmosphere.,"The ozone layer absorbs most of the Sun's harmful ultraviolet (UV) radiation, protecting life on Earth.",medium,Understanding,6,Biology,Descriptive,Atmospheric Science,
447,What were the contributions of Ashoka to the spread of Buddhism?,Ashoka promoted Buddhist principles of non-violence and tolerance through his edicts and missionary activities.,medium,Understanding,6,History,Descriptive,Ancient Indian History,
28,What is the role of the small intestine in digestion?,The small intestine is where most of the digestion and absorption of nutrients takes place.,medium,Understanding,6,Biology,Descriptive,Human Digestive System,
425,Explain the difference between monocotyledonous and dicotyledonous plants.,"Monocotyledonous plants have seeds with one cotyledon, parallel veins in leaves, and floral parts in multiples of three. Dicotyledonous plants have seeds with two cotyledons, netlike veins in leaves, and floral parts in multiples of four or five.",medium,Understanding,6,Biology,Descriptive,Plant Biology,
131,Describe the role of chloroplasts in plant cells.,"Chloroplasts are organelles that contain chlorophyll and are responsible for photosynthesis, converting light energy into chemical energy (glucose).",medium,Understanding,6,Biology,Descriptive,Plant Cell Biology,
261,Who were the Mahajanapadas and how did they contribute to the growth of ancient India?,Mahajanapadas were large kingdoms that emerged around 600 BCE and contributed to the political and economic development of ancient India,medium,Understanding,6,History,Descriptive,Ancient Indian History,
289,Describe the contributions of Dr. B.R. Ambedkar to the Indian Constitution and society.,"Dr. B.R. Ambedkar was the chairman of the Drafting Committee of the Indian Constitution and advocated for social equality, justice, and the rights of marginalized communities",medium,Understanding,6,History,Descriptive,Indian Constitution,
213,Choose the correct answer: A combination of two or more simple machines working together is called a ____,Compound machine,easy,Remembering,6,Physics,MCQ,Simple Machines,
426,What are the main parts of the human digestive system?,"The main parts of the human digestive system include the mouth, esophagus, stomach, small intestine, large intestine, and anus.",easy,Remembering,6,Biology,Descriptive,Human Digestive System,
89,Choose the correct answer: An organism's physical appearance is its ____,Phenotype,easy,Remembering,6,Biology,MCQ,Genetics,
163,Choose the correct answer: Which organ filters blood and produces urine in the excretory system?,Kidneys,easy,Remembering,6,Biology,MCQ,Human Excretory System,
86,Choose the correct answer: Insects with complete metamorphosis have ____ stages in their life cycle.,Four,easy,Remembering,6,Biology,MCQ,Insect Life Cycle,
79,Choose the correct answer: The layer of the Earth where we live is called the ____,Biosphere,easy,Remembering,6,Biology,MCQ,Earth's Layers,
477,Explain the significance of the Battle of Plassey in 1757 in the context of British rule in India.,The Battle of Plassey marked the beginning of British political dominance in Bengal and paved the way for their expansion in India.,medium,Understanding,6,History,Descriptive,Colonial Indian History,
9,Explain how transpiration helps in nutrient transport.,Transpiration creates a pull that helps in the upward movement of water and nutrients from the roots.,medium,Applying,6,Biology,Descriptive,Plant Physiology,
327,Explain the concept of energy transformation in a simple electric circuit.,"Energy transformation in an electric circuit occurs when electrical energy from a source (e.g., battery) is converted into other forms of energy, such as light or heat, by electrical components (e.g., bulbs or resistors).",medium,Understanding,6,Physics,Descriptive,Electricity,
464,Describe the role of women in the Salt Satyagraha led by Mahatma Gandhi in 1930.,"Women participated actively in making salt and defying British salt laws, symbolizing their role in India's independence movement.",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
165,What is the function of the respiratory system in the human body?,"The respiratory system facilitates the exchange of oxygen and carbon dioxide between the body and the environment, allowing for cellular respiration and the release of energy.",medium,Understanding,6,Biology,Descriptive,Human Respiratory System,
301,What is the function of an anemometer?,An anemometer is used to measure wind speed.,easy,Understanding,6,Physics,Descriptive,Meteorology,
15,What are the types of root systems?,The two main types of root systems are taproot and fibrous root systems.,medium,Remembering,6,Biology,Descriptive,Plant Biology,
207,Explain the difference between renewable and non-renewable resources.,"Renewable resources can be replenished naturally or through human intervention (e.g., solar energy), while non-renewable resources are finite and cannot be replenished within a short period (e.g., fossil fuels).",medium,Understanding,6,Biology,Descriptive,Natural Resources,
41,What are the main organs involved in excretion?,"The main organs involved in excretion are the kidneys, liver, lungs, and skin.",medium,Remembering,6,Biology,Descriptive,Human Excretory System,
380,What were the major contributions of Sardar Vallabhbhai Patel to post-independence India?,"Sardar Patel unified princely states into the Indian Union, establishing administrative and political stability",medium,Understanding,6,History,Descriptive,Post-Independence Indian History,
469,"What were the major provisions of the Government of India Act, 1919 and how did they impact British rule in India?","The Government of India Act, 1919 introduced provincial autonomy, expanded legislative councils, and allowed for limited self-government.",medium,Understanding,6,History,Descriptive,Colonial Indian History,
404,Explain the difference between voluntary and involuntary muscles.,"Voluntary muscles are under conscious control, while involuntary muscles work automatically without conscious effort.",medium,Understanding,6,Biology,Descriptive,Human Muscular System,
117,Describe the role of friction in daily life.,"Friction opposes motion and is necessary for many everyday tasks like walking, gripping objects, and driving vehicles.",medium,Applying,6,Physics,Descriptive,Friction,
280,Who were the Marathas and what was their role in the decline of the Mughal Empire?,The Marathas were a regional power who challenged Mughal authority and contributed to the decline of the empire,medium,Understanding,6,History,Descriptive,Medieval Indian History,
435,What is the difference between voluntary and involuntary muscles?,"Voluntary muscles are under conscious control, while involuntary muscles work automatically without conscious effort.",medium,Understanding,6,Biology,Descriptive,Human Muscular System,
431,Describe the process of respiration in humans.,Respiration is the process by which oxygen is taken into the body and carbon dioxide is expelled.,easy,Understanding,6,Biology,Descriptive,Human Respiratory System,
338,Choose the correct answer: Which of the following is an example of Newton's third law of motion?,A person pushing against a wall,easy,Remembering,6,Physics,MCQ,Newton's Laws of Motion,
137,Describe the role of antibodies in the immune system.,Antibodies are proteins produced by the immune system that help identify and neutralize foreign substances (such as bacteria and viruses) in the body.,medium,Understanding,6,Biology,Descriptive,Human Immune System,
108,What is the difference between arteries and veins?,"Arteries carry oxygen-rich blood away from the heart, while veins carry oxygen-poor blood back to the heart.",medium,Understanding,6,Biology,Descriptive,Circulatory System,
113,Choose the correct answer: An organism's physical appearance is its ____,Phenotype,easy,Remembering,6,Biology,MCQ,Genetics,
296,Describe the Green Revolution in India and its impact on agriculture.,"The Green Revolution introduced high-yielding varieties of seeds, modern agricultural techniques, and improved productivity, transforming India's agriculture sector",medium,Understanding,6,History,Descriptive,Agricultural History,
458,"What were the major features of the Government of India Act, 1935?","The Government of India Act, 1935 provided for provincial autonomy, separate electorates, and the establishment of Federal Court.",medium,Understanding,6,History,Descriptive,Indian Constitutional History,
252,Explain the difference between history and prehistory.,"History refers to recorded events with written evidence, while prehistory covers events before written records",medium,Understanding,6,History,Descriptive,Historical Periods,
489,Describe the contributions of Maulana Abul Kalam Azad to India's freedom struggle and education.,"Maulana Azad was a prominent leader in the freedom movement and the first Education Minister of independent India, promoting secularism and educational reforms.",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
487,Explain the significance of the Rani of Jhansi Regiment formed during World War II by Indian nationalists.,"The Rani of Jhansi Regiment was part of the Indian National Army (INA), symbolizing women's participation in India's struggle for independence.",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
304,What is the difference between weather and climate?,"Weather refers to the short-term conditions of the atmosphere at a specific time and place, while climate refers to the long-term average weather conditions of a region.",medium,Understanding,6,Physics,Descriptive,Meteorology,
351,What were the Indus Valley seals used for?,"Indus Valley seals were used for trade and administration, with inscriptions that remain undeciphered",medium,Understanding,6,History,Descriptive,Ancient Indian Civilization,
270,Explain the term 'Sangam literature' and its significance in ancient Tamil culture.,"Sangam literature refers to ancient Tamil literature composed between 300 BCE and 300 CE, reflecting the cultural and social life of ancient Tamil Nadu",medium,Understanding,6,History,Descriptive,Ancient Indian Literature,
102,What is the difference between weather and climate?,"Weather refers to short-term atmospheric conditions in a specific place at a specific time, while climate refers to long-term patterns of weather in a particular area.",medium,Understanding,6,Biology,Descriptive,Meteorology,
212,What is the function of a pulley?,A pulley is a simple machine that changes the direction of a force or allows for lifting heavy objects with less effort.,easy,Understanding,6,Physics,Descriptive,Simple Machines,
44,"Label the parts of the human excretory system: ____, ____, ____.","Kidneys, Ureters, Bladder",easy,Remembering,6,Biology,Fill in the blank,Human Excretory System,
118,Explain why objects float or sink in water.,"Objects float or sink depending on their density relative to water; objects denser than water sink, while those less dense float.",medium,Understanding,6,Physics,Descriptive,Buoyancy,
402,What is the role of the diaphragm in the respiratory system?,The diaphragm contracts and relaxes to control breathing and aid in the inhalation and exhalation of air.,easy,Understanding,6,Biology,Descriptive,Human Respiratory System,
241,Choose the correct answer: The unit used to measure force is ____,Newton,easy,Remembering,6,Physics,MCQ,Forces,
310,What is the function of the nervous system in the human body?,The nervous system coordinates and controls all voluntary and involuntary actions.,medium,Understanding,6,Biology,Descriptive,Human Nervous System,
260,What were the Janapadas in ancient India?,Janapadas were ancient kingdoms or territories in India before the rise of Mahajanapadas,medium,Understanding,6,History,Descriptive,Ancient Indian History,
56,Explain the concept of buoyancy.,Buoyancy is the upward force exerted by a fluid that opposes the weight of an immersed object.,easy,Understanding,6,Physics,Descriptive,Fluid Mechanics,
154,Choose the correct answer: The part of the brain that controls balance and coordination is the ____,Cerebellum,easy,Remembering,6,Biology,MCQ,Human Brain,
